Date,Open,High,Low,Close,Adj Close,Volume
2019-07-18,173.410004,174.399994,172.059998,172.800003,172.800003,15613200
2019-07-19,174.869995,175.149994,172.990005,172.990005,172.990005,13647200
2019-07-22,173.500000,174.279999,171.436996,174.000000,174.000000,18490900
2019-07-23,175.389999,178.639999,174.845001,178.089996,178.089996,20881500
2019-07-24,178.000000,178.960007,176.938004,178.669998,178.669998,14933100
2019-07-25,178.490005,179.149994,175.369003,177.289993,177.289993,14049000
2019-07-26,178.250000,179.399994,176.880005,178.740005,178.740005,15281000
2019-07-29,178.429993,179.880005,175.350006,177.020004,177.020004,15130300
2019-07-30,174.250000,175.710007,172.889999,174.100006,174.100006,14300600
2019-07-31,173.710007,174.889999,170.089996,173.110001,173.110001,14628900
2019-08-01,174.539993,175.714996,162.100006,165.649994,165.649994,32728200
2019-08-02,162.559998,163.850006,160.350006,161.000000,161.000000,27104700
2019-08-05,155.029999,157.229996,151.850006,153.669998,153.669998,28912600
2019-08-06,158.479996,158.729996,156.110001,157.429993,157.429993,24996300
2019-08-07,155.729996,159.479996,155.300003,159.169998,159.169998,17917400
2019-08-08,161.710007,162.300003,159.119995,162.220001,162.220001,19267700
2019-08-09,160.979996,161.990005,159.110001,159.119995,159.119995,11894300
2019-08-12,157.500000,159.380005,155.539993,159.309998,159.309998,14424400
2019-08-13,160.639999,167.360001,159.570007,164.029999,164.029999,22842900
2019-08-14,161.339996,163.000000,159.210007,162.059998,162.059998,20803700
2019-08-15,170.110001,171.000000,164.360001,166.970001,166.970001,36343500
2019-08-16,170.000000,177.550003,168.570007,174.600006,174.600006,25952500
2019-08-19,177.429993,178.800003,175.589996,178.279999,178.279999,16012800
2019-08-20,175.910004,177.990005,175.619995,177.210007,177.210007,10338100
2019-08-21,177.220001,178.500000,174.889999,175.240005,175.240005,10615700
2019-08-22,174.100006,174.979996,170.500000,171.910004,171.910004,11568900
2019-08-23,169.690002,171.490005,163.830994,164.539993,164.539993,20871500
2019-08-26,166.490005,167.449997,165.529999,165.899994,165.899994,8640500
2019-08-27,167.199997,168.190002,165.190002,166.199997,166.199997,12777600
2019-08-28,164.639999,168.000000,164.199997,167.479996,167.479996,9507400
2019-08-29,171.000000,173.960007,170.949997,172.809998,172.809998,11565400
2019-08-30,174.350006,175.250000,172.660004,175.029999,175.029999,10293400
2019-09-03,173.000000,174.720001,172.149994,172.410004,172.410004,8499300
2019-09-04,176.259995,176.550003,173.990005,174.330002,174.330002,7208900
2019-09-05,176.880005,178.949997,176.520004,178.940002,178.940002,11154300
2019-09-06,179.009995,179.220001,176.210007,176.690002,176.690002,8304000
2019-09-09,177.880005,177.990005,175.860001,177.779999,177.779999,6931700
2019-09-10,176.279999,176.300003,172.220001,174.990005,174.990005,9835000
2019-09-11,176.000000,176.660004,174.149994,176.089996,176.089996,7039300
2019-09-12,177.889999,180.500000,177.000000,178.240005,178.240005,12509400
2019-09-13,179.740005,180.179993,178.610001,179.169998,179.169998,9479700
2019-09-16,177.750000,179.169998,175.369995,177.070007,177.070007,10725100
2019-09-17,176.850006,179.119995,176.050003,179.000000,179.000000,7481000
2019-09-18,179.149994,180.169998,177.580002,180.000000,180.000000,9233300
2019-09-19,180.899994,184.130005,180.429993,180.460007,180.460007,15119800
2019-09-20,182.309998,183.820007,178.839996,182.509995,182.509995,24517800
2019-09-23,181.250000,181.330002,176.800003,176.979996,176.979996,14047400
2019-09-24,179.169998,179.490005,171.300003,171.550003,171.550003,14324600
2019-09-25,172.300003,176.990005,171.720001,176.660004,176.660004,11766400
2019-09-26,177.000000,178.229996,174.830002,175.000000,175.000000,9982400
2019-09-27,176.000000,176.500000,163.149994,165.979996,165.979996,33287500
2019-09-30,169.886993,170.199997,166.449997,167.229996,167.229996,14866800
2019-10-01,168.009995,168.229996,163.639999,165.149994,165.149994,14155500
2019-10-02,162.820007,166.880005,161.899994,165.770004,165.770004,11526500
2019-10-03,166.649994,170.179993,165.000000,169.479996,169.479996,10305000
2019-10-04,169.600006,170.699997,167.559998,170.339996,170.339996,8715200
2019-10-07,168.830002,172.300003,167.210007,168.320007,168.320007,11993000
2019-10-08,164.300003,165.220001,161.679993,161.929993,161.929993,15833100
2019-10-09,165.500000,166.580002,163.419998,165.190002,165.190002,10943100
2019-10-10,165.960007,168.570007,164.089996,166.070007,166.070007,11462400
2019-10-11,170.770004,174.880005,169.570007,172.940002,172.940002,19247400
2019-10-14,172.839996,173.339996,170.789993,171.160004,171.160004,7667600
2019-10-15,172.910004,176.750000,172.690002,175.289993,175.289993,13753000
2019-10-16,175.800003,177.350006,174.119995,177.119995,177.119995,10858700
2019-10-17,178.000000,178.589996,175.229996,176.850006,176.850006,8020600
2019-10-18,176.000000,176.229996,169.000000,169.130005,169.130005,14575700
2019-10-21,172.639999,173.910004,170.869995,173.520004,173.520004,8970800
2019-10-22,174.529999,175.360001,169.259995,169.889999,169.889999,10867100
2019-10-23,170.449997,171.039993,168.119995,169.919998,169.919998,8853700
2019-10-24,171.279999,172.750000,170.210007,172.550003,172.550003,7397700
2019-10-25,171.559998,175.809998,170.880005,174.309998,174.309998,9891800
2019-10-28,176.500000,179.639999,176.410004,178.679993,178.679993,11739600
2019-10-29,177.059998,177.740005,175.440002,176.889999,176.889999,8026400
2019-10-30,175.419998,177.880005,173.936005,177.529999,177.529999,10213200
2019-10-31,179.160004,179.240005,175.500000,176.669998,176.669998,15119000
2019-11-01,179.009995,182.119995,176.059998,176.460007,176.460007,28924100
2019-11-04,180.660004,182.399994,178.020004,179.690002,179.690002,44541200
2019-11-05,181.419998,183.199997,180.309998,182.000000,182.000000,23690200
2019-11-06,183.610001,185.000000,182.199997,184.160004,184.160004,14834900
2019-11-07,187.070007,188.070007,184.690002,186.660004,186.660004,20162600
2019-11-08,187.901993,188.279999,185.149994,187.160004,187.160004,19718100
2019-11-11,184.820007,187.199997,181.369995,186.710007,186.710007,20561500
2019-11-12,185.910004,187.649994,185.139999,186.970001,186.970001,11797600
2019-11-13,185.470001,185.673996,181.000000,182.479996,182.479996,14977700
2019-11-14,182.869995,184.500000,181.320999,182.800003,182.800003,12712800
2019-11-15,184.000000,185.600006,183.710007,185.490005,185.490005,11296400
2019-11-18,186.979996,186.979996,184.160004,184.610001,184.610001,11822900
2019-11-19,186.309998,186.710007,183.869995,185.250000,185.250000,13407200
2019-11-20,183.669998,183.699997,181.059998,182.350006,182.350006,16684600
2019-11-21,181.770004,184.889999,181.600006,184.860001,184.860001,10254700
2019-11-22,185.800003,186.779999,183.934998,186.779999,186.779999,10541000
2019-11-25,188.320007,190.720001,187.880005,190.449997,190.449997,19157700
2019-11-26,190.389999,195.000000,189.039993,194.699997,194.699997,51832300
2019-11-27,197.240005,200.979996,197.000000,200.820007,200.820007,33040500
2019-11-29,199.809998,200.429993,198.350006,200.000000,200.000000,18593100
2019-12-02,198.580002,198.669998,193.509995,196.309998,196.309998,19357700
2019-12-03,190.970001,195.000000,189.850006,194.899994,194.899994,18355300
2019-12-04,195.529999,196.660004,193.229996,193.740005,193.740005,14849300
2019-12-05,196.929993,200.940002,196.429993,200.000000,200.000000,22290200
2019-12-06,201.110001,202.000000,199.509995,201.889999,201.889999,14087300
2019-12-09,200.320007,203.429993,198.550003,198.740005,198.740005,14258100
2019-12-10,200.710007,202.479996,199.229996,200.449997,200.449997,11623900
2019-12-11,201.100006,204.800003,200.720001,204.639999,204.639999,11760000
2019-12-12,203.710007,206.000000,202.000000,204.500000,204.500000,22448600
2019-12-13,205.759995,207.100006,203.770004,204.910004,204.910004,19270400
2019-12-16,206.330002,209.149994,206.190002,206.970001,206.970001,16734300
2019-12-17,208.690002,208.869995,206.820007,208.179993,208.179993,11287600
2019-12-18,208.529999,210.050003,208.039993,210.000000,210.000000,13481800
2019-12-19,209.610001,211.369995,209.229996,210.130005,210.130005,12167300
2019-12-20,211.350006,213.979996,210.419998,212.250000,212.250000,26670000
2019-12-23,213.250000,215.050003,212.910004,214.830002,214.830002,12535000
2019-12-24,215.009995,215.429993,213.350006,214.259995,214.259995,5523000
2019-12-26,214.649994,216.990005,214.330002,216.380005,216.380005,6907100
2019-12-27,217.990005,218.110001,215.169998,215.470001,215.470001,11674200
2019-12-30,215.779999,215.779999,211.759995,212.910004,212.910004,8732600
2019-12-31,212.000000,213.639999,210.729996,212.100006,212.100006,6773600
2020-01-02,216.600006,219.979996,216.539993,219.770004,219.770004,15873500
2020-01-03,216.350006,218.203003,216.009995,217.000000,217.000000,8604500
2020-01-06,214.889999,217.160004,214.089996,216.639999,216.639999,11885500
2020-01-07,217.639999,218.940002,216.690002,217.630005,217.630005,9388000
2020-01-08,216.600006,220.649994,216.320007,218.000000,218.000000,11959100
2020-01-09,221.500000,223.080002,220.820007,221.779999,221.779999,13122500
2020-01-10,223.899994,225.960007,222.061005,223.830002,223.830002,12296000
2020-01-13,228.809998,231.139999,227.039993,230.479996,230.479996,17544800
2020-01-14,230.050003,230.175003,224.880005,226.490005,226.490005,17266900
2020-01-15,226.649994,227.820007,224.389999,225.059998,225.059998,10743400
2020-01-16,226.300003,226.330002,222.729996,223.940002,223.940002,13700500
2020-01-17,225.899994,228.000000,225.350006,227.429993,227.429993,12956200
2020-01-21,222.449997,222.600006,220.729996,222.259995,222.259995,15831100
2020-01-22,224.690002,225.580002,222.000000,222.369995,222.369995,10059600
2020-01-23,217.929993,220.130005,216.770004,219.130005,219.130005,18519900
2020-01-24,218.490005,219.830002,211.324997,213.750000,213.750000,18143900
2020-01-27,201.220001,208.020004,199.500000,205.470001,205.470001,24574700
2020-01-28,209.740005,210.910004,207.169998,210.229996,210.229996,16196700
2020-01-29,212.559998,213.979996,209.520004,212.020004,212.020004,12871900
2020-01-30,207.880005,209.860001,205.029999,208.580002,208.580002,14376000
2020-01-31,206.500000,207.929993,204.727997,206.589996,206.589996,18181400
2020-02-03,208.669998,215.020004,208.669998,213.100006,213.100006,14131900
2020-02-04,221.350006,224.380005,220.490005,222.880005,222.880005,16695100
2020-02-05,226.520004,226.699997,217.539993,220.220001,220.220001,15766100
2020-02-06,223.130005,223.649994,219.779999,220.899994,220.899994,10790800
2020-02-07,217.460007,217.839996,214.880005,216.529999,216.529999,13790300
2020-02-10,213.500000,215.770004,212.199997,215.770004,215.770004,17420300
2020-02-11,219.910004,220.009995,215.289993,217.210007,217.210007,16073500
2020-02-12,221.130005,225.520004,220.210007,224.309998,224.309998,18671900
2020-02-13,220.000000,225.000000,218.990005,220.360001,220.360001,28069700
2020-02-14,221.100006,221.639999,218.229996,219.630005,219.630005,10690000
2020-02-18,218.550003,220.850006,217.509995,220.520004,220.520004,12987000
2020-02-19,221.520004,223.559998,220.750000,222.139999,222.139999,10798100
2020-02-20,222.500000,222.500000,214.220001,218.039993,218.039993,14950100
2020-02-21,217.539993,217.600006,211.559998,212.589996,212.589996,17681200
2020-02-24,203.550003,207.279999,202.509995,206.160004,206.160004,19380200
2020-02-25,208.509995,209.949997,204.100006,205.610001,205.610001,18132400
2020-02-26,206.800003,213.080002,206.789993,208.740005,208.740005,19482100
2020-02-27,205.009995,209.970001,201.860001,205.029999,205.029999,22741200
2020-02-28,198.979996,208.919998,198.561005,208.000000,208.000000,31276200
2020-03-02,208.589996,211.110001,203.755997,210.979996,210.979996,21542200
2020-03-03,211.080002,211.389999,202.240005,207.410004,207.410004,20813800
2020-03-04,209.490005,212.699997,208.850006,211.960007,211.960007,12474400
2020-03-05,210.000000,215.149994,209.139999,211.460007,211.460007,13462900
2020-03-06,206.699997,207.000000,201.100006,204.639999,204.639999,21700500
2020-03-09,195.619995,199.889999,193.929993,197.660004,197.660004,25502600
2020-03-10,205.529999,207.449997,200.800003,206.389999,206.389999,19022600
2020-03-11,201.649994,203.100006,196.110001,198.910004,198.910004,18908200
2020-03-12,186.500000,190.487000,183.929993,185.100006,185.100006,30247100
2020-03-13,194.899994,195.990005,187.809998,194.000000,194.000000,23650500
2020-03-16,176.149994,188.000000,174.500000,178.850006,178.850006,26628500
2020-03-17,181.259995,189.389999,179.690002,184.809998,184.809998,19276500
2020-03-18,176.000000,182.410004,170.000000,180.000000,180.000000,22054200
2020-03-19,179.259995,187.250000,177.389999,180.880005,180.880005,20905700
2020-03-20,187.740005,188.300003,180.000000,181.300003,181.300003,21006100
2020-03-23,175.270004,178.500000,169.949997,176.339996,176.339996,22554700
2020-03-24,183.089996,188.800003,181.179993,185.750000,185.750000,20801500
2020-03-25,185.820007,195.190002,184.514999,188.559998,188.559998,19605200
2020-03-26,188.639999,196.320007,187.600006,195.320007,195.320007,15416800
2020-03-27,189.970001,192.740005,188.000000,188.589996,188.589996,13376400
2020-03-30,187.479996,191.479996,187.009995,191.270004,191.270004,12254400
2020-03-31,192.000000,196.789993,190.600006,194.479996,194.479996,19084800
2020-04-01,189.500000,192.869995,185.039993,187.559998,187.559998,17948600
2020-04-02,186.080002,191.300003,185.692001,188.899994,188.899994,13412100
2020-04-03,190.119995,190.550003,185.410004,187.110001,187.110001,9483100
2020-04-06,194.740005,196.880005,192.699997,196.449997,196.449997,13248700
2020-04-07,200.050003,201.449997,197.050003,198.000000,198.000000,14934500
2020-04-08,198.339996,198.860001,193.884003,195.979996,195.979996,13608000
2020-04-09,198.649994,200.350006,193.399994,196.369995,196.369995,17821300
2020-04-13,197.399994,200.324997,195.529999,199.440002,199.440002,16117900
2020-04-14,204.949997,207.970001,204.250000,204.779999,204.779999,16757100
2020-04-15,204.770004,209.149994,201.309998,208.169998,208.169998,10768100
2020-04-16,210.529999,213.250000,209.119995,212.660004,212.660004,16353800
2020-04-17,214.979996,214.979996,208.850998,209.500000,209.500000,13558500
2020-04-20,209.869995,216.100006,209.360001,212.130005,212.130005,19295400
2020-04-21,209.899994,212.130005,205.029999,207.339996,207.339996,14107600
2020-04-22,212.000000,212.000000,209.210007,209.960007,209.960007,13486100
2020-04-23,210.240005,210.559998,203.460007,205.240005,205.240005,20424000
2020-04-24,205.889999,206.500000,202.820007,204.360001,204.360001,14682400
2020-04-27,207.550003,207.779999,202.029999,203.690002,203.690002,17286800
2020-04-28,204.809998,205.190002,199.406998,201.149994,201.149994,17203800
2020-04-29,202.929993,207.080002,202.509995,206.699997,206.699997,19117800
2020-04-30,206.250000,206.699997,199.289993,202.669998,202.669998,20107400
2020-05-01,195.750000,197.380005,192.860001,194.479996,194.479996,22276200
2020-05-04,194.759995,195.000000,189.529999,191.149994,191.149994,25709400
2020-05-05,196.380005,198.270004,194.199997,195.020004,195.020004,22947400
2020-05-06,197.669998,198.910004,194.929993,195.169998,195.169998,18598900
2020-05-07,198.000000,198.089996,194.779999,196.490005,196.490005,16164600
2020-05-08,199.800003,203.020004,198.679993,201.190002,201.190002,23830100
2020-05-11,202.779999,206.639999,202.380005,205.399994,205.399994,17920700
2020-05-12,206.949997,208.050003,200.020004,200.309998,200.309998,17826800
2020-05-13,203.619995,204.679993,197.979996,199.460007,199.460007,22429700
2020-05-14,195.500000,201.770004,194.029999,201.300003,201.300003,20025900
2020-05-15,200.699997,204.490005,200.100006,203.679993,203.679993,17209500
2020-05-18,212.500000,215.470001,210.369995,215.279999,215.279999,23646800
2020-05-19,216.729996,220.589996,215.190002,217.199997,217.199997,21438100
2020-05-20,220.000000,221.156998,210.580002,216.789993,216.789993,38324100
2020-05-21,211.289993,214.580002,209.529999,212.160004,212.160004,29850700
2020-05-22,203.229996,204.880005,198.990005,199.699997,199.699997,51979300
2020-05-26,205.940002,206.800003,201.000000,201.720001,201.720001,28683200
2020-05-27,202.990005,202.990005,196.750000,201.179993,201.179993,23605400
2020-05-28,199.000000,202.369995,197.619995,199.490005,199.490005,18763200
2020-05-29,200.000000,207.880005,196.699997,207.389999,207.389999,43211500
2020-06-01,205.899994,207.199997,203.940002,206.570007,206.570007,16169700
2020-06-02,207.210007,214.570007,207.169998,214.330002,214.330002,22485800
2020-06-03,215.600006,218.970001,213.750000,218.610001,218.610001,19999500
2020-06-04,217.279999,220.000000,216.320007,218.039993,218.039993,14962400
2020-06-05,220.000000,220.589996,218.699997,219.550003,219.550003,11983200
2020-06-08,219.600006,220.399994,215.330002,219.000000,219.000000,12731200
2020-06-09,216.309998,220.720001,216.199997,220.720001,220.720001,14140100
2020-06-10,222.000000,225.000000,220.600006,223.679993,223.679993,13372400
2020-06-11,218.000000,219.949997,213.559998,215.240005,215.240005,15560300
2020-06-12,218.500000,219.500000,213.880005,217.639999,217.639999,12707600
2020-06-15,214.110001,217.720001,212.750000,217.029999,217.029999,17419900
2020-06-16,221.000000,224.839996,220.100006,222.619995,222.619995,17212400
2020-06-17,224.399994,225.000000,222.500000,224.250000,224.250000,12475400
2020-06-18,223.740005,226.029999,222.919998,223.539993,223.539993,10358800
2020-06-19,226.380005,226.500000,220.089996,220.639999,220.639999,19545200
2020-06-22,220.919998,222.080002,219.445007,221.410004,221.410004,13303600
2020-06-23,225.119995,230.225006,224.529999,228.750000,228.750000,18263400
2020-06-24,228.300003,231.029999,224.251999,226.220001,226.220001,12159500
2020-06-25,224.589996,224.690002,220.869995,222.160004,222.160004,14953100
2020-06-26,222.210007,222.259995,213.500000,215.710007,215.710007,19340600
2020-06-29,215.029999,216.500000,211.820007,215.020004,215.020004,12333000
2020-06-30,215.740005,216.429993,212.889999,215.699997,215.699997,12933800
2020-07-01,215.809998,216.550003,214.740005,215.949997,215.949997,11788100
2020-07-02,221.850006,225.024994,220.059998,223.600006,223.600006,18128700
2020-07-06,233.309998,240.479996,232.820007,240.000000,240.000000,33702900
2020-07-07,241.009995,241.300003,236.130005,236.509995,236.509995,16491600
2020-07-08,244.860001,258.489990,244.020004,257.679993,257.679993,39922700
2020-07-09,265.549988,268.000000,255.910004,261.579987,261.579987,36803900
2020-07-10,260.209991,261.899994,255.710007,261.010010,261.010010,20335000
2020-07-13,261.450012,265.660004,250.679993,251.669998,251.669998,21568700
2020-07-14,246.570007,249.750000,241.229996,248.580002,248.580002,19782600
2020-07-15,251.479996,252.500000,246.539993,249.210007,249.210007,12614700
2020-07-16,241.770004,245.050003,240.740005,242.500000,242.500000,18032100
2020-07-17,246.550003,247.929993,244.479996,247.139999,247.139999,18742400
2020-07-20,256.450012,257.670013,252.429993,254.809998,254.809998,19015000
2020-07-21,261.209991,261.920013,256.519989,257.899994,257.899994,17130300
2020-07-22,255.759995,256.269989,249.600006,251.699997,251.699997,19682200
2020-07-23,252.100006,257.660004,248.690002,251.880005,251.880005,25712000
2020-07-24,244.960007,249.479996,241.889999,249.000000,249.000000,17221500
2020-07-27,247.110001,252.869995,245.809998,250.860001,250.860001,18966900
2020-07-28,251.149994,251.649994,248.529999,249.050003,249.050003,9878700
2020-07-29,250.339996,254.300003,250.100006,252.449997,252.449997,11493600
2020-07-30,251.699997,253.860001,249.619995,252.740005,252.740005,7032900
2020-07-31,254.199997,254.399994,248.100006,251.020004,251.020004,12310700
2020-08-03,254.020004,260.649994,254.000000,257.940002,257.940002,11530300
2020-08-04,260.079987,262.559998,258.820007,262.200012,262.200012,10994500
2020-08-05,263.739990,265.976013,261.755005,264.910004,264.910004,10729200
2020-08-06,263.420013,265.700012,259.200012,265.679993,265.679993,10359500
2020-08-07,257.410004,257.760010,247.570007,252.100006,252.100006,22517800
2020-08-10,249.339996,251.750000,246.100006,248.130005,248.130005,13621700
2020-08-11,251.289993,252.880005,247.830002,248.419998,248.419998,10681800
2020-08-12,249.250000,256.079987,248.679993,255.190002,255.190002,11120400
2020-08-13,256.390015,256.970001,252.880005,253.720001,253.720001,8794500
2020-08-14,255.490005,255.770004,251.639999,253.970001,253.970001,7876400
2020-08-17,253.000000,257.375000,250.085007,256.959991,256.959991,9760000
2020-08-18,258.709991,261.420013,256.059998,259.200012,259.200012,13267800
2020-08-19,260.890015,261.290009,257.380005,260.589996,260.589996,14096500
2020-08-20,256.890015,258.880005,254.179993,257.970001,257.970001,21460800
2020-08-21,259.029999,267.429993,258.309998,265.799988,265.799988,25648200
2020-08-24,273.239990,276.970001,271.619995,276.019989,276.019989,22475800
2020-08-25,278.059998,289.119995,276.040009,286.000000,286.000000,27535500
2020-08-26,289.260010,292.480011,284.100006,291.959991,291.959991,19530300
2020-08-27,290.170013,290.250000,282.100006,284.170013,284.170013,14805800
2020-08-28,285.089996,289.500000,283.570007,289.000000,289.000000,9689600
2020-08-31,288.619995,289.190002,283.609985,287.029999,287.029999,13253800
2020-09-01,289.200012,298.000000,288.869995,298.000000,298.000000,13815900
2020-09-02,299.000000,299.000000,289.790009,296.070007,296.070007,12638600
2020-09-03,289.000000,290.733002,278.160004,282.500000,282.500000,16766200
2020-09-04,279.600006,283.779999,267.390015,281.390015,281.390015,15885800
2020-09-08,270.230011,273.970001,266.589996,270.019989,270.019989,12734000
2020-09-09,274.450012,275.640015,270.880005,273.149994,273.149994,9465700
2020-09-10,274.899994,277.100006,267.399994,267.549988,267.549988,10676800
2020-09-11,272.630005,274.529999,268.119995,271.609985,271.609985,9412800
2020-09-14,275.359985,276.290009,271.760010,274.100006,274.100006,7883300
2020-09-15,278.000000,279.100006,274.799988,277.959991,277.959991,8291400
2020-09-16,281.029999,283.605011,278.000000,278.140015,278.140015,9583500
2020-09-17,273.109985,275.899994,272.321014,275.720001,275.720001,8016900
2020-09-18,275.980011,277.269989,270.549988,272.410004,272.410004,11753500
2020-09-21,269.100006,274.220001,266.399994,273.820007,273.820007,9076400
2020-09-22,276.019989,276.320007,270.049988,275.290009,275.290009,9673300
2020-09-23,275.399994,277.829987,271.500000,272.950012,272.950012,7353200
2020-09-24,267.929993,271.250000,267.334015,269.730011,269.730011,9562100
2020-09-25,267.570007,271.809998,264.559998,271.089996,271.089996,11466600
2020-09-28,275.529999,278.839996,274.199005,276.010010,276.010010,8761700
2020-09-29,275.429993,279.299988,274.899994,276.929993,276.929993,7673300
2020-09-30,284.010010,295.000000,283.709991,293.980011,293.980011,24709900
2020-10-01,295.260010,295.589996,288.250000,290.049988,290.049988,16304000
2020-10-02,286.619995,291.979004,286.510010,288.170013,288.170013,11482800
2020-10-05,289.059998,290.000000,284.880005,288.269989,288.269989,17876400
2020-10-06,287.410004,296.839996,286.910004,292.390015,292.390015,15860400
2020-10-07,297.989990,299.510010,292.869995,296.500000,296.500000,16669300
2020-10-08,298.109985,302.299988,295.441010,300.540009,300.540009,15105800
2020-10-09,298.549988,302.609985,297.739990,299.739990,299.739990,11442200
2020-10-12,303.950012,309.640015,301.285004,306.339996,306.339996,14780100
2020-10-13,306.359985,310.010010,303.029999,308.779999,308.779999,10898500
2020-10-14,309.000000,309.959991,300.799988,301.040009,301.040009,15186400
2020-10-15,293.799988,299.863007,292.609985,299.459991,299.459991,9709900
2020-10-16,303.989990,310.000000,302.950012,307.309998,307.309998,12338000
2020-10-19,309.890015,313.809998,303.410004,305.290009,305.290009,14107300
2020-10-20,307.600006,311.799988,307.059998,309.809998,309.809998,8806100
2020-10-21,311.750000,314.000000,307.700012,307.970001,307.970001,11139700
2020-10-22,311.459991,311.850006,304.209991,306.279999,306.279999,8008400
2020-10-23,307.269989,310.329987,304.059998,309.920013,309.920013,6231400
2020-10-26,309.920013,315.459991,303.200012,306.869995,306.869995,9350100
2020-10-27,307.750000,319.320007,305.609985,317.140015,317.140015,13175900
2020-10-28,313.500000,313.500000,306.000000,307.940002,307.940002,13644500
2020-10-29,309.440002,315.579987,308.910004,312.559998,312.559998,11174500
2020-10-30,308.549988,310.829987,300.190002,304.690002,304.690002,14918500
2020-11-02,310.950012,311.440002,305.390015,310.839996,310.839996,11857600
2020-11-03,286.200012,294.279999,280.779999,285.570007,285.570007,58132500
2020-11-04,287.790009,299.170013,285.299988,295.709991,295.709991,28730800
